"id_aforo","fecha_ingreso","fecha_salida"
89992,,2020-09-12 11:54:25
89993,,2020-09-12 11:54:26
89994,,2020-09-12 11:54:26
89996,,2020-09-12 11:54:27
89997,2020-09-12 11:54:29,
89998,2020-09-12 11:54:29,
90000,2020-09-12 11:54:30,
90001,,2020-09-12 11:54:31
90002,2020-09-12 11:54:32,
90003,,2020-09-12 11:54:32
90004,,2020-09-12 11:54:34
90006,,2020-09-12 11:55:01
90007,2020-09-12 11:55:15,
90009,2020-09-12 11:55:27,
90010,,2020-09-12 11:55:28
90011,2020-09-12 11:55:34,
90012,2020-09-12 11:55:34,
90013,2020-09-12 11:55:34,
90015,,2020-09-12 11:55:35
90016,2020-09-12 11:55:36,
90017,2020-09-12 11:55:50,
90019,2020-09-12 11:56:01,
90020,,2020-09-12 11:56:03
90021,2020-09-12 11:56:03,
90022,2020-09-12 11:56:18,
90023,2020-09-12 11:56:18,
90025,,2020-09-12 11:56:20
90026,,2020-09-12 11:56:35
90027,,2020-09-12 11:56:49
90029,2020-09-12 11:56:54,
90030,2020-09-12 11:56:57,
90031,,2020-09-12 11:57:04
90032,,2020-09-12 11:57:05
90034,,2020-09-12 11:57:18
90035,2020-09-12 11:57:19,
90036,2020-09-12 11:57:19,
90038,2020-09-12 11:57:23,
90039,,2020-09-12 11:57:32
90040,2020-09-12 11:57:35,
90041,2020-09-12 11:57:35,
90042,2020-09-12 11:57:35,
90044,2020-09-12 11:57:36,
90045,2020-09-12 11:57:36,
90046,2020-09-12 11:57:36,
90048,2020-09-12 11:57:36,
90049,2020-09-12 11:57:36,
90050,2020-09-12 11:57:37,
90051,2020-09-12 11:57:37,
90052,2020-09-12 11:57:37,
90054,2020-09-12 11:57:37,
90055,2020-09-12 11:57:38,
90056,2020-09-12 11:57:38,
90058,2020-09-12 11:57:38,
90059,,2020-09-12 11:57:39
90060,,2020-09-12 11:57:40
90061,,2020-09-12 11:57:40
90062,2020-09-12 11:57:41,
90064,,2020-09-12 11:57:51
90065,,2020-09-12 11:57:52
90066,,2020-09-12 11:58:11
90068,,2020-09-12 11:58:29
90069,2020-09-12 11:58:39,
90070,2020-09-12 11:58:39,
90071,2020-09-12 11:58:40,
90072,,2020-09-12 11:59:08
90074,2020-09-12 11:59:11,
90075,2020-09-12 11:59:11,
90077,2020-09-12 11:59:46,
90078,2020-09-12 11:59:47,
90079,2020-09-12 11:59:47,
90080,2020-09-12 11:59:47,
90081,2020-09-12 11:59:47,
90083,,2020-09-12 11:59:54
90084,2020-09-12 12:00:01,
90085,,2020-09-12 12:00:02
90087,2020-09-12 12:00:07,
90088,,2020-09-12 12:00:24
90089,2020-09-12 12:00:25,
90090,2020-09-12 12:00:25,
90091,,2020-09-12 12:00:50
90093,2020-09-12 12:00:55,
90094,2020-09-12 12:00:56,
90095,2020-09-12 12:00:56,
90097,2020-09-12 12:00:56,
90098,2020-09-12 12:00:57,
90099,2020-09-12 12:00:57,
90100,2020-09-12 12:00:57,
87516,2020-09-12 09:05:02,
88162,2020-09-12 10:04:04,
88163,2020-09-12 10:04:08,
88954,2020-09-12 10:59:35,
88956,,2020-09-12 10:59:50
88958,2020-09-12 10:59:51,
88960,2020-09-12 11:00:02,
88961,,2020-09-12 11:00:10
88962,,2020-09-12 11:00:10
88963,,2020-09-12 11:00:10
88964,,2020-09-12 11:00:10
88966,2020-09-12 11:00:14,
88968,2020-09-12 11:00:24,
88970,,2020-09-12 11:00:56
88971,,2020-09-12 11:01:02
88972,,2020-09-12 11:01:07
88973,2020-09-12 11:01:15,
88975,2020-09-12 11:01:33,
88977,,2020-09-12 11:01:37
88979,2020-09-12 11:01:42,
88980,2020-09-12 11:01:43,
88981,2020-09-12 11:01:45,
88982,,2020-09-12 11:02:09
88983,,2020-09-12 11:02:10
88985,2020-09-12 11:02:18,
89564,2020-09-12 11:32:34,
89574,2020-09-12 11:32:46,
89583,,2020-09-12 11:33:03
90101,,2020-09-12 12:00:57
90103,,2020-09-12 12:00:58
90104,2020-09-12 12:01:03,
90105,2020-09-12 12:01:03,
90107,,2020-09-12 12:01:08
90108,,2020-09-12 12:01:16
90141,,2020-09-12 12:03:34
90142,,2020-09-12 12:03:34
90143,,2020-09-12 12:03:34
90144,2020-09-12 12:03:37,
90145,,2020-09-12 12:03:37
90146,,2020-09-12 12:03:51
90147,,2020-09-12 12:03:52
90148,2020-09-12 12:03:56,
90149,,2020-09-12 12:03:57
90150,,2020-09-12 12:04:04
90151,,2020-09-12 12:04:16
90152,,2020-09-12 12:04:16
90153,,2020-09-12 12:04:28
90154,2020-09-12 12:04:32,
90155,2020-09-12 12:04:32,
90156,2020-09-12 12:04:32,
90157,2020-09-12 12:04:33,
90158,2020-09-12 12:04:33,
90159,2020-09-12 12:04:34,
90160,,2020-09-12 12:04:44
90161,,2020-09-12 12:04:45
90162,,2020-09-12 12:05:07
90163,2020-09-12 12:05:14,
90164,2020-09-12 12:05:14,
90165,,2020-09-12 12:05:29
90166,2020-09-12 12:05:39,
90167,,2020-09-12 12:05:43
90168,,2020-09-12 12:05:50
90169,,2020-09-12 12:05:55
90170,,2020-09-12 12:05:56
90171,,2020-09-12 12:05:58
90172,2020-09-12 12:05:59,
90173,,2020-09-12 12:06:00
90174,,2020-09-12 12:06:01
90175,,2020-09-12 12:06:01
90176,2020-09-12 12:06:05,
90177,2020-09-12 12:06:06,
90178,2020-09-12 12:06:08,
90179,2020-09-12 12:06:08,
90180,2020-09-12 12:06:08,
90181,2020-09-12 12:06:09,
90182,2020-09-12 12:06:10,
90183,2020-09-12 12:06:30,
90184,,2020-09-12 12:06:38
90185,,2020-09-12 12:06:38
90186,,2020-09-12 12:06:38
90187,2020-09-12 12:06:56,
90188,2020-09-12 12:06:56,
90189,2020-09-12 12:06:56,
90190,2020-09-12 12:06:57,
90191,2020-09-12 12:06:57,
90192,2020-09-12 12:06:57,
90193,2020-09-12 12:06:57,
90194,2020-09-12 12:06:57,
90195,2020-09-12 12:06:57,
90196,2020-09-12 12:06:57,
