"id_aforo","fecha_ingreso","fecha_salida"
36297,2020-09-08 07:04:02,
36298,2020-09-08 07:04:02,
36299,2020-09-08 07:04:03,
36300,2020-09-08 07:04:03,
36301,2020-09-08 07:04:03,
36302,2020-09-08 07:04:03,
36303,2020-09-08 07:04:03,
36304,2020-09-08 07:04:03,
36305,2020-09-08 07:04:03,
36306,2020-09-08 07:04:03,
36307,2020-09-08 07:04:03,
36308,2020-09-08 07:04:03,
36309,2020-09-08 07:04:03,
36310,,2020-09-08 07:04:05
36311,,2020-09-08 07:05:39
36312,,2020-09-08 07:05:39
36313,,2020-09-08 07:05:39
36314,,2020-09-08 07:05:39
36315,2020-09-08 07:05:47,
36316,2020-09-08 07:07:14,
36317,2020-09-08 07:07:14,
36318,2020-09-08 07:10:16,
36319,,2020-09-08 07:11:43
36320,2020-09-08 07:13:18,
36321,2020-09-08 07:15:08,
36322,2020-09-08 07:15:08,
36323,2020-09-08 07:16:30,
36324,2020-09-08 07:18:37,
36325,,2020-09-08 07:18:38
36326,2020-09-08 07:18:41,
36327,2020-09-08 07:19:26,
36328,2020-09-08 07:19:44,
36329,2020-09-08 07:19:53,
36330,,2020-09-08 07:20:04
36331,2020-09-08 07:21:52,
36332,2020-09-08 07:22:05,
36333,2020-09-08 07:22:11,
36334,,2020-09-08 07:22:19
36335,,2020-09-08 07:22:43
36336,2020-09-08 07:23:15,
36337,2020-09-08 07:23:16,
36338,,2020-09-08 07:23:16
36339,2020-09-08 07:23:41,
36340,,2020-09-08 07:23:49
36341,2020-09-08 07:24:36,
36342,2020-09-08 07:24:37,
36343,2020-09-08 07:25:07,
36344,2020-09-08 07:25:25,
36345,2020-09-08 07:25:37,
36346,2020-09-08 07:26:01,
36347,2020-09-08 07:26:12,
36348,2020-09-08 07:26:13,
36349,2020-09-08 07:26:34,
36350,,2020-09-08 07:27:07
36351,2020-09-08 07:27:15,
36352,2020-09-08 07:27:15,
36353,2020-09-08 07:27:25,
36354,2020-09-08 07:27:26,
36355,2020-09-08 07:27:51,
36356,2020-09-08 07:27:51,
36357,2020-09-08 07:27:51,
36358,2020-09-08 07:28:02,
36359,2020-09-08 07:28:04,
36360,2020-09-08 07:28:06,
36361,2020-09-08 07:28:09,
36362,2020-09-08 07:29:02,
