"id_tiempo","fecha","año","semestre","trimestre","mes","mes_nombre","semana","dia_semana","fecha_inicio_año","fecha_fin_año","fecha_inicio_semestre","fecha_fin_semestre","fecha_inicio_trimestre","fecha_fin_trimestre","fecha_inicio_mes","fecha_fin_mes","fecha_inicio_semana","fecha_fin_semana"
20200201,2020-02-01,2020,1,1,2,Febrero,5,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-01-27,2020-02-02
20200202,2020-02-02,2020,1,1,2,Febrero,5,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-01-27,2020-02-02
20200203,2020-02-03,2020,1,1,2,Febrero,6,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-03,2020-02-09
20200204,2020-02-04,2020,1,1,2,Febrero,6,Martes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-03,2020-02-09
20200205,2020-02-05,2020,1,1,2,Febrero,6,Miércoles,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-03,2020-02-09
20200206,2020-02-06,2020,1,1,2,Febrero,6,Jueves,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-03,2020-02-09
20200207,2020-02-07,2020,1,1,2,Febrero,6,Viernes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-03,2020-02-09
20200208,2020-02-08,2020,1,1,2,Febrero,6,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-03,2020-02-09
20200209,2020-02-09,2020,1,1,2,Febrero,6,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-03,2020-02-09
20200210,2020-02-10,2020,1,1,2,Febrero,7,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-10,2020-02-16
20200211,2020-02-11,2020,1,1,2,Febrero,7,Martes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-10,2020-02-16
20200212,2020-02-12,2020,1,1,2,Febrero,7,Miércoles,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-10,2020-02-16
20200213,2020-02-13,2020,1,1,2,Febrero,7,Jueves,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-10,2020-02-16
20200214,2020-02-14,2020,1,1,2,Febrero,7,Viernes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-10,2020-02-16
20200215,2020-02-15,2020,1,1,2,Febrero,7,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-10,2020-02-16
20200216,2020-02-16,2020,1,1,2,Febrero,7,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-10,2020-02-16
20200217,2020-02-17,2020,1,1,2,Febrero,8,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-17,2020-02-23
20200218,2020-02-18,2020,1,1,2,Febrero,8,Martes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-17,2020-02-23
20200219,2020-02-19,2020,1,1,2,Febrero,8,Miércoles,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-17,2020-02-23
20200220,2020-02-20,2020,1,1,2,Febrero,8,Jueves,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-17,2020-02-23
20200221,2020-02-21,2020,1,1,2,Febrero,8,Viernes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-17,2020-02-23
20200222,2020-02-22,2020,1,1,2,Febrero,8,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-17,2020-02-23
20200223,2020-02-23,2020,1,1,2,Febrero,8,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-17,2020-02-23
20200224,2020-02-24,2020,1,1,2,Febrero,9,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-24,2020-03-01
20200225,2020-02-25,2020,1,1,2,Febrero,9,Martes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-24,2020-03-01
20200226,2020-02-26,2020,1,1,2,Febrero,9,Miércoles,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-24,2020-03-01
20200227,2020-02-27,2020,1,1,2,Febrero,9,Jueves,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-24,2020-03-01
20200228,2020-02-28,2020,1,1,2,Febrero,9,Viernes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-24,2020-03-01
20200229,2020-02-29,2020,1,1,2,Febrero,9,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-02-01,2020-02-29,2020-02-24,2020-03-01
20200301,2020-03-01,2020,1,1,3,Marzo,9,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-02-24,2020-03-01
20200302,2020-03-02,2020,1,1,3,Marzo,10,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-02,2020-03-08
20200303,2020-03-03,2020,1,1,3,Marzo,10,Martes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-02,2020-03-08
20200304,2020-03-04,2020,1,1,3,Marzo,10,Miércoles,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-02,2020-03-08
20200305,2020-03-05,2020,1,1,3,Marzo,10,Jueves,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-02,2020-03-08
20200306,2020-03-06,2020,1,1,3,Marzo,10,Viernes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-02,2020-03-08
20200307,2020-03-07,2020,1,1,3,Marzo,10,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-02,2020-03-08
20200308,2020-03-08,2020,1,1,3,Marzo,10,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-02,2020-03-08
20200309,2020-03-09,2020,1,1,3,Marzo,11,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-01-01,2020-03-31,2020-03-01,2020-03-31,2020-03-09,2020-03-15
20200619,2020-06-19,2020,1,2,6,Junio,25,Viernes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-15,2020-06-21
20200620,2020-06-20,2020,1,2,6,Junio,25,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-15,2020-06-21
20200621,2020-06-21,2020,1,2,6,Junio,25,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-15,2020-06-21
20200622,2020-06-22,2020,1,2,6,Junio,26,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-22,2020-06-28
20200623,2020-06-23,2020,1,2,6,Junio,26,Martes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-22,2020-06-28
20200624,2020-06-24,2020,1,2,6,Junio,26,Miércoles,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-22,2020-06-28
20200625,2020-06-25,2020,1,2,6,Junio,26,Jueves,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-22,2020-06-28
20200626,2020-06-26,2020,1,2,6,Junio,26,Viernes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-22,2020-06-28
20200627,2020-06-27,2020,1,2,6,Junio,26,Sábado,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-22,2020-06-28
20200628,2020-06-28,2020,1,2,6,Junio,26,Domingo,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-22,2020-06-28
20200629,2020-06-29,2020,1,2,6,Junio,27,Lunes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-29,2020-07-05
20200630,2020-06-30,2020,1,2,6,Junio,27,Martes,2020-01-01,2020-12-30,2020-01-01,2020-06-30,2020-04-01,2020-06-30,2020-06-01,2020-06-30,2020-06-29,2020-07-05
20200701,2020-07-01,2020,2,3,7,Julio,27,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-06-29,2020-07-05
20200702,2020-07-02,2020,2,3,7,Julio,27,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-06-29,2020-07-05
20200703,2020-07-03,2020,2,3,7,Julio,27,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-06-29,2020-07-05
20200704,2020-07-04,2020,2,3,7,Julio,27,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-06-29,2020-07-05
20200705,2020-07-05,2020,2,3,7,Julio,27,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-06-29,2020-07-05
20200706,2020-07-06,2020,2,3,7,Julio,28,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-06,2020-07-12
20200707,2020-07-07,2020,2,3,7,Julio,28,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-06,2020-07-12
20200708,2020-07-08,2020,2,3,7,Julio,28,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-06,2020-07-12
20200709,2020-07-09,2020,2,3,7,Julio,28,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-06,2020-07-12
20200710,2020-07-10,2020,2,3,7,Julio,28,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-06,2020-07-12
20200711,2020-07-11,2020,2,3,7,Julio,28,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-06,2020-07-12
20200712,2020-07-12,2020,2,3,7,Julio,28,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-06,2020-07-12
20200713,2020-07-13,2020,2,3,7,Julio,29,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-13,2020-07-19
20200714,2020-07-14,2020,2,3,7,Julio,29,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-13,2020-07-19
20200715,2020-07-15,2020,2,3,7,Julio,29,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-13,2020-07-19
20200716,2020-07-16,2020,2,3,7,Julio,29,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-13,2020-07-19
20200717,2020-07-17,2020,2,3,7,Julio,29,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-13,2020-07-19
20200718,2020-07-18,2020,2,3,7,Julio,29,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-13,2020-07-19
20200719,2020-07-19,2020,2,3,7,Julio,29,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-13,2020-07-19
20200720,2020-07-20,2020,2,3,7,Julio,30,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-20,2020-07-26
20200721,2020-07-21,2020,2,3,7,Julio,30,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-20,2020-07-26
20200722,2020-07-22,2020,2,3,7,Julio,30,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-20,2020-07-26
20200723,2020-07-23,2020,2,3,7,Julio,30,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-20,2020-07-26
20200724,2020-07-24,2020,2,3,7,Julio,30,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-20,2020-07-26
20200725,2020-07-25,2020,2,3,7,Julio,30,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-20,2020-07-26
20200726,2020-07-26,2020,2,3,7,Julio,30,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-20,2020-07-26
20200727,2020-07-27,2020,2,3,7,Julio,31,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-27,2020-08-02
20200728,2020-07-28,2020,2,3,7,Julio,31,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-27,2020-08-02
20200729,2020-07-29,2020,2,3,7,Julio,31,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-27,2020-08-02
20200730,2020-07-30,2020,2,3,7,Julio,31,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-27,2020-08-02
20200731,2020-07-31,2020,2,3,7,Julio,31,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-07-01,2020-07-31,2020-07-27,2020-08-02
20200801,2020-08-01,2020,2,3,8,Agosto,31,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-07-27,2020-08-02
20200802,2020-08-02,2020,2,3,8,Agosto,31,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-07-27,2020-08-02
20200803,2020-08-03,2020,2,3,8,Agosto,32,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-03,2020-08-09
20200804,2020-08-04,2020,2,3,8,Agosto,32,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-03,2020-08-09
20200805,2020-08-05,2020,2,3,8,Agosto,32,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-03,2020-08-09
20200806,2020-08-06,2020,2,3,8,Agosto,32,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-03,2020-08-09
20200807,2020-08-07,2020,2,3,8,Agosto,32,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-03,2020-08-09
20200808,2020-08-08,2020,2,3,8,Agosto,32,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-03,2020-08-09
20200809,2020-08-09,2020,2,3,8,Agosto,32,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-03,2020-08-09
20200810,2020-08-10,2020,2,3,8,Agosto,33,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-10,2020-08-16
20200811,2020-08-11,2020,2,3,8,Agosto,33,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-10,2020-08-16
20200812,2020-08-12,2020,2,3,8,Agosto,33,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-10,2020-08-16
20200813,2020-08-13,2020,2,3,8,Agosto,33,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-10,2020-08-16
20200814,2020-08-14,2020,2,3,8,Agosto,33,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-10,2020-08-16
20200815,2020-08-15,2020,2,3,8,Agosto,33,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-10,2020-08-16
20200816,2020-08-16,2020,2,3,8,Agosto,33,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-10,2020-08-16
20200817,2020-08-17,2020,2,3,8,Agosto,34,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-17,2020-08-23
20200818,2020-08-18,2020,2,3,8,Agosto,34,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-17,2020-08-23
20200819,2020-08-19,2020,2,3,8,Agosto,34,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-17,2020-08-23
20200820,2020-08-20,2020,2,3,8,Agosto,34,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-17,2020-08-23
20200821,2020-08-21,2020,2,3,8,Agosto,34,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-17,2020-08-23
20200822,2020-08-22,2020,2,3,8,Agosto,34,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-17,2020-08-23
20200823,2020-08-23,2020,2,3,8,Agosto,34,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-17,2020-08-23
20200824,2020-08-24,2020,2,3,8,Agosto,35,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-24,2020-08-30
20200825,2020-08-25,2020,2,3,8,Agosto,35,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-24,2020-08-30
20200826,2020-08-26,2020,2,3,8,Agosto,35,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-24,2020-08-30
20200827,2020-08-27,2020,2,3,8,Agosto,35,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-24,2020-08-30
20200828,2020-08-28,2020,2,3,8,Agosto,35,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-24,2020-08-30
20200829,2020-08-29,2020,2,3,8,Agosto,35,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-24,2020-08-30
20200830,2020-08-30,2020,2,3,8,Agosto,35,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-24,2020-08-30
20200831,2020-08-31,2020,2,3,8,Agosto,36,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-08-01,2020-08-31,2020-08-31,2020-09-06
20200901,2020-09-01,2020,2,3,9,Septiembre,36,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-08-31,2020-09-06
20200902,2020-09-02,2020,2,3,9,Septiembre,36,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-08-31,2020-09-06
20200903,2020-09-03,2020,2,3,9,Septiembre,36,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-08-31,2020-09-06
20200904,2020-09-04,2020,2,3,9,Septiembre,36,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-08-31,2020-09-06
20200905,2020-09-05,2020,2,3,9,Septiembre,36,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-08-31,2020-09-06
20200906,2020-09-06,2020,2,3,9,Septiembre,36,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-08-31,2020-09-06
20200907,2020-09-07,2020,2,3,9,Septiembre,37,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-07,2020-09-13
20200908,2020-09-08,2020,2,3,9,Septiembre,37,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-07,2020-09-13
20200909,2020-09-09,2020,2,3,9,Septiembre,37,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-07,2020-09-13
20200910,2020-09-10,2020,2,3,9,Septiembre,37,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-07,2020-09-13
20200911,2020-09-11,2020,2,3,9,Septiembre,37,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-07,2020-09-13
20200912,2020-09-12,2020,2,3,9,Septiembre,37,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-07,2020-09-13
20200913,2020-09-13,2020,2,3,9,Septiembre,37,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-07,2020-09-13
20200914,2020-09-14,2020,2,3,9,Septiembre,38,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-14,2020-09-20
20200915,2020-09-15,2020,2,3,9,Septiembre,38,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-14,2020-09-20
20200916,2020-09-16,2020,2,3,9,Septiembre,38,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-14,2020-09-20
20200917,2020-09-17,2020,2,3,9,Septiembre,38,Jueves,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-14,2020-09-20
20200918,2020-09-18,2020,2,3,9,Septiembre,38,Viernes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-14,2020-09-20
20200919,2020-09-19,2020,2,3,9,Septiembre,38,Sábado,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-14,2020-09-20
20200920,2020-09-20,2020,2,3,9,Septiembre,38,Domingo,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-14,2020-09-20
20200921,2020-09-21,2020,2,3,9,Septiembre,39,Lunes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-21,2020-09-27
20200922,2020-09-22,2020,2,3,9,Septiembre,39,Martes,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-21,2020-09-27
20200923,2020-09-23,2020,2,3,9,Septiembre,39,Miércoles,2020-01-01,2020-12-30,2020-07-01,2020-12-31,2020-07-01,2020-09-30,2020-09-01,2020-09-30,2020-09-21,2020-09-27
